dist,support,nrSegments,information
23.749399,0.629630,3,low
11.242586,0.082305,3,low
1.229692,0.012346,3,low
16.429247,0.979424,3,low
3.294297,0.111111,3,low
11.748059,0.868313,3,low
21.456393,0.979424,3,low
3.435804,0.020576,3,low
10.983170,0.275720,3,low
22.817963,0.572016,3,low
21.916676,0.666667,3,low
8.500341,0.934156,3,low
1.055522,0.004115,3,low
4.408147,0.004115,3,low
24.873705,0.193416,3,low
10.928236,0.131687,3,low
15.127625,0.983539,3,low
9.722845,0.238683,3,low
24.984398,0.798354,3,low
22.924381,0.971193,3,low
10.832874,0.037037,3,low
7.302541,0.061728,4,low
1.229692,0.004115,4,low
16.429247,0.975309,4,low
3.294297,0.111111,4,low
25.119113,0.008230,4,low
11.748059,0.843621,4,low
3.435804,0.016461,4,low
21.456393,0.962963,4,low
10.983170,0.176955,4,low
22.817963,0.563786,4,low
21.916676,0.658436,4,low
8.500341,0.925926,4,low
1.055522,0.004115,4,low
4.408147,0.000000,4,low
24.873705,0.172840,4,low
10.928236,0.098765,4,low
15.127625,0.975309,4,low
6.689550,0.197531,4,low
24.984398,0.744856,4,low
22.924381,0.967078,4,low
10.832874,0.028807,4,low
23.749399,0.102881,4,low
9.716540,0.008230,2,low
25.266519,0.465021,2,low
2.300391,0.012346,2,low
6.286062,1.000000,2,low
18.203190,0.386831,2,low
1.039133,0.123457,2,low
0.803122,0.991770,2,low
7.861566,0.938272,2,low
9.716540,0.008230,3,low
11.058976,0.975309,3,low
25.266519,0.465021,3,low
2.300391,0.012346,3,low
25.751078,0.662551,3,low
6.286062,0.987654,3,low
18.203190,0.255144,3,low
1.039133,0.102881,3,low
0.803122,0.975309,3,low
5.100624,0.670782,3,low
9.716540,0.008230,4,low
11.058976,0.975309,4,low
16.958151,0.460905,4,low
2.300391,0.008230,4,low
25.751078,0.646091,4,low
6.286062,0.987654,4,low
13.430293,0.263374,4,low
1.039133,0.090535,4,low
0.803122,0.971193,4,low
18.203190,0.111111,4,low
5.100624,0.641975,4,low
2.937511,0.802469,2,low
4.343151,0.995885,2,low
5.932498,0.572016,2,low
5.894132,1.000000,2,low
2.975077,0.024691,2,low
3.638392,0.934156,2,low
1.935782,0.983539,2,low
1.547606,0.111111,2,low
0.359562,0.090535,2,low
3.923478,0.975309,2,low
3.912376,0.995885,2,low
1.087818,0.831276,2,low
2.937511,0.691358,3,low
4.343151,0.921811,3,low
5.932498,0.456790,3,low
5.894132,0.658436,3,low
3.128810,0.584362,3,low
0.624466,0.086420,3,low
0.537146,0.024691,3,low
2.975077,0.012346,3,low
7.002006,0.971193,3,low
5.461270,0.979424,3,low
3.638392,0.901235,3,low
1.935782,0.818930,3,low
3.912376,0.967078,3,low
1.547606,0.065844,3,low
0.359562,0.045267,3,low
3.923478,0.567901,3,low
5.139210,0.860082,3,low
1.087818,0.818930,3,low
7.187018,0.958848,3,low
2.937511,0.646091,4,low
4.343151,0.888889,4,low
5.932498,0.407407,4,low
4.860907,0.625514,4,low
3.128810,0.481481,4,low
0.624466,0.024691,4,low
0.537146,0.000000,4,low
2.975077,0.004115,4,low
5.968781,0.938272,4,low
5.461270,0.962963,4,low
2.078557,0.930041,4,low
4.604259,0.547325,4,low
3.638392,0.884774,4,low
1.935782,0.806584,4,low
3.912376,0.938272,4,low
1.547606,0.053498,4,low
0.359562,0.032922,4,low
3.923478,0.497942,4,low
5.139210,0.452675,4,low
1.087818,0.818930,4,low
6.153793,0.950617,4,low
0.940640,0.193416,2,low
0.762746,0.090535,2,low
0.940640,0.185185,3,low
0.762746,0.028807,3,low
0.940640,0.181070,4,low
0.762746,0.020576,4,low
3.510530,0.016461,4,low
6.407291,0.995885,2,low
2.264355,0.946502,2,low
13.811166,0.012346,2,low
4.996898,1.000000,2,low
8.346201,0.995885,2,low
12.561739,0.995885,2,low
6.407291,0.991770,3,low
13.302759,0.016461,3,low
6.572757,0.967078,3,low
4.996898,0.362140,3,low
13.811166,0.012346,3,low
3.329205,0.818930,3,low
6.971884,0.493827,3,low
8.346201,0.950617,3,low
2.264355,0.897119,3,low
12.561739,0.975309,3,low
11.202265,0.275720,3,low
8.346201,0.020576,4,low
6.407291,0.967078,4,low
13.302759,0.016461,4,low
6.572757,0.962963,4,low
4.996898,0.345679,4,low
13.811166,0.012346,4,low
3.329205,0.814815,4,low
6.971884,0.481481,4,low
2.100993,0.020576,4,low
2.264355,0.884774,4,low
12.561739,0.958848,4,low
11.202265,0.255144,4,low
4.304261,0.897119,2,low
0.550368,0.008230,2,low
0.152989,0.012346,2,low
0.386510,0.049383,2,low
1.298913,0.917695,2,low
0.160074,0.000000,2,low
0.526822,0.493827,2,low
4.304261,0.777778,3,low
0.667608,0.041152,3,low
0.550368,0.008230,3,low
0.152989,0.008230,3,low
0.386510,0.041152,3,low
1.298913,0.901235,3,low
1.940655,0.481481,3,low
0.160074,0.000000,3,low
0.526822,0.353909,3,low
0.565256,0.078189,3,low
4.304261,0.769547,4,low
0.667608,0.037037,4,low
0.550368,0.008230,4,low
0.152989,0.008230,4,low
0.386510,0.004115,4,low
1.298913,0.876543,4,low
1.940655,0.465021,4,low
0.160074,0.000000,4,low
0.526822,0.329218,4,low
0.565256,0.061728,4,low
1.422582,0.156379,2,low
1.442212,0.312757,2,low
2.458590,0.975309,2,low
8.238437,0.094650,2,low
2.242678,0.995885,2,low
10.596820,0.983539,2,low
8.310723,0.823045,2,low
3.819378,0.716049,2,low
8.561781,0.477366,2,low
0.508189,0.098765,2,low
0.500101,0.008230,2,low
1.422582,0.057613,3,low
1.442212,0.292181,3,low
3.740063,0.370370,3,low
2.458590,0.123457,3,low
8.238437,0.069959,3,low
8.561781,0.242798,3,low
2.292948,0.119342,3,low
2.242678,0.971193,3,low
10.596820,0.962963,3,low
9.284741,0.637860,3,low
0.514510,0.000000,3,low
8.310723,0.757202,3,low
3.819378,0.176955,3,low
0.508189,0.074074,3,low
0.500101,0.000000,3,low
1.422582,0.037037,4,low
0.876157,0.008230,4,low
1.442212,0.279835,4,low
0.735429,0.074074,4,low
3.740063,0.358025,4,low
1.105624,0.008230,4,low
2.123954,0.222222,4,low
0.734107,0.041152,4,low
2.292948,0.012346,4,low
2.242678,0.962963,4,low
2.758897,0.786008,4,low
9.989338,0.008230,4,low
5.617021,0.514403,4,low
3.819378,0.078189,4,low
0.514510,0.000000,4,low
4.721926,0.629630,4,low
8.310723,0.744856,4,low
0.185333,0.004115,4,low
2.889527,0.065844,4,low
3.742426,0.024691,4,low
0.508189,0.065844,4,low
9.030086,0.555556,4,low
0.500101,0.000000,4,low
2.268071,0.263374,2,low
4.511918,0.979424,2,low
3.270934,1.000000,2,low
4.532962,0.987654,2,low
0.857879,0.098765,2,low
0.850031,0.251029,2,low
2.656847,0.000000,2,low
6.961308,0.901235,3,low
4.452386,0.563786,3,low
1.612956,0.000000,3,low
5.700230,0.765432,3,low
2.268071,0.209877,3,low
4.511918,0.934156,3,low
0.358198,0.024691,3,low
6.747498,0.901235,3,low
3.270934,0.905350,3,low
2.543066,0.000000,3,low
4.532962,0.958848,3,low
3.381817,0.794239,3,low
0.857879,0.024691,3,low
0.850031,0.213992,3,low
2.101201,0.987654,3,low
2.552288,0.946502,3,low
7.240757,0.950617,3,low
2.267348,0.864198,3,low
6.961308,0.880658,4,low
4.452386,0.547325,4,low
1.388959,0.000000,4,low
5.700230,0.748971,4,low
2.268071,0.004115,4,low
4.511918,0.872428,4,low
0.358198,0.020576,4,low
4.884983,0.979424,4,low
6.747498,0.888889,4,low
3.270934,0.888889,4,low
2.543066,0.000000,4,low
5.060098,0.028807,4,low
2.692871,0.695473,4,low
4.532962,0.679012,4,low
0.701451,0.000000,4,low
0.599965,0.008230,4,low
3.381817,0.773663,4,low
0.857879,0.004115,4,low
0.850031,0.209877,4,low
2.101201,0.962963,4,low
2.552288,0.938272,4,low
7.240757,0.876543,4,low
2.267348,0.761317,4,low
10.104149,0.995885,2,low
2.322471,0.366255,2,low
9.305130,1.000000,2,low
1.756907,1.000000,2,low
3.371163,0.049383,3,low
7.642239,0.995885,3,low
2.322471,0.329218,3,low
1.053944,0.024691,3,low
6.209336,0.942387,3,low
4.727683,0.983539,3,low
9.305130,0.979424,3,low
6.528758,0.987654,3,low
9.883217,0.901235,3,low
3.460251,0.061728,3,low
1.756907,0.818930,3,low
2.750244,0.979424,3,low
3.371163,0.045267,4,low
8.860694,0.925926,4,low
2.322471,0.279835,4,low
1.053944,0.004115,4,low
6.209336,0.938272,4,low
4.727683,0.975309,4,low
9.305130,0.962963,4,low
6.528758,0.979424,4,low
9.883217,0.897119,4,low
3.460251,0.061728,4,low
1.756907,0.814815,4,low
0.811147,0.012346,4,low
7.642239,0.016461,4,low
2.750244,0.979424,4,low
1.739473,0.987654,2,low
2.877626,0.979424,2,low
5.513038,0.987654,2,low
0.375400,0.016461,3,low
0.998390,0.078189,3,low
1.531568,0.094650,3,low
5.235023,0.913580,3,low
2.877626,0.958848,3,low
5.513038,0.732510,3,low
3.182468,0.962963,3,low
2.429733,0.201646,3,low
1.739473,0.506173,3,low
1.394476,0.004115,3,low
8.051120,0.810700,3,low
0.375400,0.008230,4,low
2.951825,0.802469,4,low
0.998390,0.041152,4,low
1.531568,0.069959,4,low
2.475417,0.000000,4,low
2.974693,0.814815,4,low
2.911088,0.008230,4,low
6.600499,0.000000,4,low
2.877626,0.946502,4,low
5.513038,0.534979,4,low
3.182468,0.950617,4,low
0.998983,0.041152,4,low
2.429733,0.176955,4,low
1.739473,0.193416,4,low
1.394476,0.000000,4,low
2.159226,0.485597,4,low
12.505036,0.687243,2,low
12.736898,0.028807,2,low
8.982951,0.493827,2,low
13.227042,0.971193,2,low
1.634900,0.979424,2,low
3.675594,1.000000,2,low
10.367741,0.958848,2,low
2.593447,0.106996,2,low
2.261846,0.946502,3,low
0.743635,0.000000,3,low
1.634900,0.300412,3,low
12.505036,0.629630,3,low
12.736898,0.024691,3,low
12.839589,0.979424,3,low
1.152527,0.979424,3,low
5.870301,0.975309,3,low
8.982951,0.316872,3,low
13.227042,0.942387,3,low
6.304405,0.320988,3,low
4.238910,0.954733,3,low
3.675594,0.411523,3,low
10.367741,0.950617,3,low
2.593447,0.074074,3,low
2.261846,0.909465,4,low
0.743635,0.000000,4,low
1.634900,0.283951,4,low
12.505036,0.333333,4,low
12.736898,0.024691,4,low
12.839589,0.979424,4,low
1.152527,0.115226,4,low
5.870301,0.962963,4,low
8.982951,0.115226,4,low
13.227042,0.925926,4,low
6.304405,0.308642,4,low
4.238910,0.930041,4,low
3.675594,0.399177,4,low
0.470070,0.008230,4,low
10.367741,0.008230,4,low
2.593447,0.065844,4,low
4.505537,0.888889,2,low
9.766161,0.567901,2,low
3.730205,0.325103,2,low
5.908587,0.777778,2,low
9.518971,0.991770,2,low
2.267467,0.962963,2,low
2.821576,0.094650,2,low
4.304330,1.000000,2,low
3.205253,0.152263,2,low
4.348996,0.991770,2,low
1.982528,0.946502,2,low
4.451389,0.139918,2,low
4.505537,0.835391,3,low
5.779676,0.139918,3,low
5.599847,0.234568,3,low
3.730205,0.320988,3,low
5.426100,0.847737,3,low
5.908587,0.724280,3,low
4.779179,0.148148,3,low
9.518971,0.962963,3,low
2.267467,0.930041,3,low
2.821576,0.074074,3,low
4.304330,0.971193,3,low
3.205253,0.148148,3,low
4.348996,0.946502,3,low
1.982528,0.942387,3,low
2.613843,0.366255,3,low
4.451389,0.074074,3,low
4.505537,0.794239,4,low
5.779676,0.065844,4,low
5.599847,0.176955,4,low
3.821009,0.000000,4,low
3.730205,0.316872,4,low
5.426100,0.810700,4,low
5.908587,0.695473,4,low
4.779179,0.139918,4,low
9.518971,0.954733,4,low
2.267467,0.901235,4,low
2.821576,0.032922,4,low
4.304330,0.967078,4,low
3.205253,0.144033,4,low
4.348996,0.930041,4,low
1.982528,0.938272,4,low
2.613843,0.353909,4,low
4.451389,0.074074,4,low
0.243257,0.000000,4,low
6.059195,0.699588,2,low
3.615308,0.596708,2,low
3.205987,0.189300,2,low
3.370025,0.098765,2,low
26.032467,1.000000,2,low
2.680759,0.683128,2,low
4.391532,0.423868,2,low
1.939299,0.074074,2,low
17.803294,0.012346,2,low
3.316590,0.000000,2,low
1.320774,0.415638,2,low
0.697615,0.069959,2,low
4.374122,0.061728,2,low
2.166445,0.983539,2,low
21.913625,0.946502,2,low
21.863225,0.670782,2,low
3.903272,0.950617,2,low
2.586544,0.539095,3,low
3.370025,0.024691,3,low
4.114643,0.423868,3,low
3.205987,0.148148,3,low
6.736117,0.794239,3,low
4.618246,0.921811,3,low
2.446372,0.000000,3,low
1.939299,0.028807,3,low
1.707980,0.008230,3,low
1.951561,0.267490,3,low
4.913918,0.012346,3,low
1.571897,0.000000,3,low
2.364570,0.144033,3,low
4.018097,0.119342,3,low
14.370547,0.234568,3,low
4.476102,0.518519,3,low
2.166445,0.884774,3,low
0.996836,0.061728,3,low
0.270830,0.020576,3,low
13.826464,0.086420,3,low
2.680759,0.543210,3,low
2.544441,0.115226,3,low
3.615308,0.218107,3,low
4.589412,0.958848,3,low
1.873318,0.000000,3,low
3.316590,0.000000,3,low
1.320774,0.144033,3,low
0.697615,0.020576,3,low
2.591523,0.016461,3,low
0.051965,0.008230,3,low
4.374122,0.012346,3,low
3.142455,0.827160,3,low
3.092055,0.106996,3,low
3.903272,0.950617,3,low
2.586544,0.489712,4,low
1.413898,0.230453,4,low
1.413151,0.037037,4,low
8.005355,0.094650,4,low
6.736117,0.584362,4,low
4.618246,0.880658,4,low
2.446372,0.000000,4,low
1.939299,0.020576,4,low
1.707980,0.000000,4,low
1.951561,0.205761,4,low
4.913918,0.000000,4,low
0.587770,0.000000,4,low
3.615308,0.106996,4,low
3.882170,0.041152,4,low
2.364570,0.127572,4,low
4.018097,0.061728,4,low
10.062256,0.213992,4,low
4.476102,0.436214,4,low
2.166445,0.827160,4,low
1.102841,0.000000,4,low
0.996836,0.049383,4,low
0.270830,0.016461,4,low
9.518173,0.069959,4,low
2.680759,0.041152,4,low
3.370025,0.000000,4,low
2.544441,0.069959,4,low
2.924590,0.041152,4,low
1.641019,0.888889,4,low
4.589412,0.930041,4,low
1.873318,0.000000,4,low
3.316590,0.000000,4,low
1.320774,0.024691,4,low
0.697615,0.012346,4,low
2.591523,0.000000,4,low
0.051965,0.004115,4,low
4.374122,0.004115,4,low
3.205987,0.008230,4,low
3.142455,0.794239,4,low
3.092055,0.106996,4,low
3.903272,0.934156,4,low
0.939662,0.008230,2,low
1.956045,0.086420,3,low
0.939662,0.004115,3,low
0.546411,0.061728,3,low
5.620597,0.139918,3,low
1.956045,0.045267,4,low
0.939662,0.000000,4,low
2.067851,0.777778,4,low
0.546411,0.032922,4,low
5.620597,0.127572,4,low
18.154927,1.000000,2,low
47.419001,0.633745,2,low
3.961694,0.086420,2,low
16.730605,0.995885,2,low
16.248310,0.995885,2,low
19.017209,0.995885,2,low
7.469463,0.942387,2,low
4.823370,0.983539,3,low
18.154927,0.954733,3,low
47.419001,0.390947,3,low
5.877356,0.971193,3,low
3.961694,0.053498,3,low
16.730605,0.987654,3,low
16.248310,0.930041,3,low
1.033406,0.378601,3,low
4.866669,0.905350,3,low
19.546842,0.987654,3,low
5.073282,0.979424,3,low
7.469463,0.917695,3,low
16.224359,0.794239,3,low
4.823370,0.962963,4,low
18.154927,0.934156,4,low
47.419001,0.123457,4,low
5.877356,0.456790,4,low
3.961694,0.024691,4,low
31.905656,0.197531,4,low
16.730605,0.987654,4,low
16.248310,0.909465,4,low
1.033406,0.156379,4,low
1.650022,0.012346,4,low
4.866669,0.901235,4,low
19.546842,0.971193,4,low
2.052567,0.465021,4,low
5.073282,0.954733,4,low
7.469463,0.905350,4,low
5.813073,0.061728,4,low
16.224359,0.761317,4,low
3.960505,1.000000,2,low
0.713258,0.086420,2,low
0.158162,0.008230,2,low
6.403586,1.000000,2,low
0.994871,0.744856,2,low
3.960505,0.991770,3,low
0.713258,0.053498,3,low
0.158162,0.000000,3,low
6.403586,0.995885,3,low
0.994871,0.724280,3,low
3.960505,0.975309,4,low
0.713258,0.012346,4,low
0.335316,0.000000,4,low
1.239217,0.000000,4,low
0.158162,0.000000,4,low
0.207709,0.000000,4,low
6.403586,0.987654,4,low
0.994871,0.724280,4,low
2.735773,0.995885,2,low
2.749087,0.983539,2,low
5.565327,0.995885,2,low
1.620488,0.028807,2,low
2.735773,0.666667,3,low
5.565327,0.012346,3,low
2.181572,0.098765,3,low
2.749087,0.699588,3,low
4.144139,0.012346,3,low
8.223947,0.987654,3,low
1.620488,0.012346,3,low
11.507830,0.975309,3,low
2.735773,0.658436,4,low
5.565327,0.004115,4,low
0.625776,0.053498,4,low
2.083774,0.004115,4,low
2.181572,0.049383,4,low
2.749087,0.687243,4,low
4.144139,0.012346,4,low
8.223947,0.987654,4,low
1.620488,0.004115,4,low
0.159892,0.004115,4,low
11.507830,0.967078,4,low
7.502103,0.987654,2,low
1.545660,0.888889,2,low
4.663997,0.991770,2,low
0.596563,0.835391,2,low
3.597495,0.934156,2,low
0.413888,0.016461,2,low
7.502103,0.930041,3,low
0.639191,0.716049,3,low
4.663997,0.971193,3,low
0.596563,0.028807,3,low
3.597495,0.893004,3,low
1.119531,0.041152,3,low
6.974887,0.942387,3,low
0.413888,0.008230,3,low
7.502103,0.917695,4,low
0.639191,0.707819,4,low
4.663997,0.971193,4,low
0.596563,0.004115,4,low
1.518903,0.769547,4,low
3.597495,0.884774,4,low
1.119531,0.012346,4,low
6.974887,0.921811,4,low
0.413888,0.004115,4,low
0.297702,0.016461,2,low
1.443000,0.843621,2,low
2.962583,0.983539,2,low
0.327146,0.049383,2,low
1.210725,0.954733,2,low
4.919112,0.995885,2,low
2.863416,0.979424,2,low
2.260915,0.991770,2,low
0.369606,0.012346,2,low
2.206500,0.925926,2,low
1.443000,0.823045,3,low
2.962583,0.909465,3,low
0.327146,0.041152,3,low
1.210725,0.942387,3,low
1.306786,0.810700,3,low
4.919112,0.831276,3,low
2.863416,0.938272,3,low
2.260915,0.958848,3,low
2.326648,0.950617,3,low
0.297702,0.000000,3,low
0.369606,0.008230,3,low
2.206500,0.748971,3,low
0.485949,0.012346,3,low
0.816365,0.600823,4,low
1.376444,0.818930,4,low
2.962583,0.880658,4,low
0.327146,0.028807,4,low
1.210725,0.839506,4,low
1.306786,0.794239,4,low
4.919112,0.728395,4,low
2.863416,0.893004,4,low
2.260915,0.934156,4,low
2.326648,0.827160,4,low
0.297702,0.000000,4,low
0.787825,0.049383,4,low
0.369606,0.004115,4,low
2.206500,0.740741,4,low
7.370265,0.736626,4,low
0.485949,0.008230,4,low
